Run Name,Run ID,State,Commit,Logic,Eval Return,Retrieval Enable,Warmup Steps,Calculated Warmup Steps,Dynamic Warmup Delay Steps,Dynamic Warmup Target Steps,Min Warmup Steps,Batch Size Reduction,Z Score Threshold,Hash Bits,Retrieval Target,Anchor Weight,Seed,Created At
Qbert_nms4yv4t_10_O,nms4yv4t,finished,5054c4e,num_valid_anchors,3847.5,True,60000,60000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,10,2026-08-19T15:46:32Z
UpNDown_sr4w62m1_10_O,sr4w62m1,finished,5054c4e,num_valid_anchors,5335.5,True,20000,20000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,10,2026-08-19T15:52:21Z
BattleZone_tn21bnsz_2000_O,tn21bnsz,finished,dc712d4,num_valid_anchors,6100,True,40000,40000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,2000,2026-08-19T17:29:15Z
Asterix_sp5rg3a8_10_O,sp5rg3a8,finished,5054c4e,num_valid_anchors,577.5,True,20000,20000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,10,2026-08-19T18:31:24Z
Alien_f5q3kxjz_10_O,f5q3kxjz,finished,5054c4e,num_valid_anchors,1359.5,True,20000,20000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,10,2026-08-19T19:01:25Z
BattleZone_qjoruu8r_2010_O,qjoruu8r,finished,dc712d4,num_valid_anchors,15300,True,20000,20000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,2010,2026-08-19T21:02:08Z
Assault_hskejlrb_10_O,hskejlrb,finished,5054c4e,num_valid_anchors,731.8,True,20000,20000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,10,2026-08-19T21:34:09Z
ChopperCommand_x1vytybr_10_O,x1vytybr,finished,5054c4e,num_valid_anchors,1740,True,20000,20000,N/A,N/A,N/A,retrieved,3.5,10,16,N/A,10,2026-08-19T21:57:44Z
Gopher_uk4c827s_1_O,uk4c827s,finished,5054c4e,num_valid_anchors,4816,True,60000,60000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,1,2026-08-20T00:46:14Z
Gopher_sfowcdc7_10_O,sfowcdc7,finished,5054c4e,num_valid_anchors,3657,True,60000,60000,N/A,N/A,N/A,anchors,3.5,10,16,N/A,10,2026-08-20T00:57:57Z
Qbert_37vp296n_2000_O,37vp296n,finished,dc712d4,num_valid_anchors,2837.5,True,55000,55000,N/A,N/A,N/A,retrieved,3.5,10,16,N/A,2000,2026-08-20T01:14:41Z
Frostbite_l471uc8d_10_O,l471uc8d,finished,a3c074a,num_valid_anchors,2730,True,-1,20174,3000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-20T10:44:05Z
Frostbite_a3990tzb_710_O,a3990tzb,finished,a3c074a,num_valid_anchors,1896.5,True,-1,17037,3000,N/A,5000,retrieved,3.5,10,16,N/A,710,2026-08-20T10:44:08Z
BattleZone_7jl0utev_2000_O,7jl0utev,finished,fa74da8,num_valid_anchors,7600,True,-1,40007,3000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-20T10:45:16Z
Alien_yz464uy8_2000_O,yz464uy8,finished,fa74da8,num_valid_anchors,655.5,True,-1,36452,3000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-20T10:46:48Z
BattleZone_bfqw75ni_5090_O,bfqw75ni,finished,fa74da8,num_valid_anchors,17000,True,-1,56625,3000,N/A,5000,retrieved,3.5,10,16,N/A,5090,2026-08-20T10:47:32Z
Frostbite_76uw5jse_3710_O,76uw5jse,finished,fa74da8,num_valid_anchors,2048,True,-1,17174,3000,N/A,5000,retrieved,3.5,10,16,N/A,3710,2026-08-20T13:39:20Z
Qbert_qol81s4s_10_O,qol81s4s,finished,fa74da8,num_valid_anchors,2226.25,True,-1,54659,3000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-20T13:47:53Z
Qbert_cfz4mz1a_1_O,cfz4mz1a,finished,fa74da8,num_valid_anchors,2492.5,True,-1,36855,3000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-20T16:31:15Z
UpNDown_2spyvb4r_10_O,2spyvb4r,finished,fa74da8,num_valid_anchors,6678,True,-1,29216,3000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-20T16:41:48Z
Assault_e5mk8xe6_2000_O,e5mk8xe6,finished,fa74da8,num_valid_anchors,689.6,True,-1,80002,3000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-20T19:02:03Z
BankHeist_0tgvyelo_2000_O,0tgvyelo,finished,fa74da8,num_valid_anchors,165.5,True,-1,73971,3000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-20T19:10:13Z
UpNDown_5x01l0my_1_O,5x01l0my,finished,fa74da8,num_valid_anchors,7879,True,-1,80002,3000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-20T19:15:26Z
Asterix_3l9k8uik_1_O,3l9k8uik,finished,fa74da8,num_valid_anchors,667.5,True,-1,80003,3000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-20T19:45:22Z
ChopperCommand_expbbbku_10_O,expbbbku,finished,fa74da8,num_valid_anchors,2285,True,-1,75726,3000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-20T22:05:45Z
Gopher_m55nzqzv_1_O,m55nzqzv,finished,fa74da8,num_valid_anchors,5117,True,-1,33561,3000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-20T22:28:29Z
Gopher_yaypvlru_10_O,yaypvlru,finished,fa74da8,num_valid_anchors,3151,True,-1,39056,3000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-21T00:51:23Z
Alien_viwyxazd_5090_O,viwyxazd,finished,fa74da8,num_valid_anchors,911,True,-1,59602,3000,N/A,5000,retrieved,3.5,10,16,N/A,5090,2026-08-21T01:00:57Z
MsPacman_ombnx1l4_1_O,ombnx1l4,finished,fa74da8,num_valid_anchors,1423,True,-1,49579,3000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-21T01:27:47Z
Kangaroo_9mxseoyg_2000_O,9mxseoyg,finished,fa74da8,num_valid_anchors,2500,True,-1,32710,3000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-21T02:54:25Z
Krull_qpgxss3k_2000_O,qpgxss3k,finished,fa74da8,num_valid_anchors,4445,True,-1,71340,3000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-21T03:10:51Z
MsPacman_fjiqacfa_10_O,fjiqacfa,finished,fa74da8,num_valid_anchors,1891,True,-1,80002,3000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-21T03:49:33Z
Hero_yxurvyre_1_O,yxurvyre,finished,fa74da8,num_valid_anchors,7313,True,-1,67747,3000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-21T04:14:16Z
Frostbite_kuq6lmmz_10_O,kuq6lmmz,finished,09df972,num_valid_anchors,2769.5,True,-1,23176,6000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-21T06:35:57Z
Frostbite_cacr5m5j_710_O,cacr5m5j,finished,09df972,num_valid_anchors,1940.5,True,-1,20037,6000,N/A,5000,retrieved,3.5,10,16,N/A,710,2026-08-21T07:01:46Z
Frostbite_6txqa3g9_3710_O,6txqa3g9,finished,09df972,num_valid_anchors,2761,True,-1,20174,6000,N/A,5000,retrieved,3.5,10,16,N/A,3710,2026-08-21T09:29:22Z
Qbert_p669hwp8_10_O,p669hwp8,finished,09df972,num_valid_anchors,2628.75,True,-1,57659,6000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-21T09:55:25Z
BattleZone_3msu7175_2000_O,3msu7175,finished,09df972,num_valid_anchors,11700,True,-1,43007,6000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-21T11:24:55Z
Alien_djc43pbf_2000_O,djc43pbf,finished,09df972,num_valid_anchors,710,True,-1,39452,6000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-21T11:38:22Z
Qbert_cfbs6ucp_1_O,cfbs6ucp,finished,09df972,num_valid_anchors,1998.75,True,-1,39855,6000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-21T12:20:46Z
UpNDown_nfohfv0z_10_O,nfohfv0z,finished,09df972,num_valid_anchors,5112,True,-1,32216,6000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-21T12:39:03Z
UpNDown_u3h9s8pu_1_O,u3h9s8pu,finished,09df972,num_valid_anchors,7293,True,-1,80002,6000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-21T15:05:50Z
Asterix_wjsgkb7j_1_O,wjsgkb7j,finished,09df972,num_valid_anchors,600,True,-1,80003,6000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-21T15:42:33Z
BattleZone_pk6ljfxe_5090_O,pk6ljfxe,finished,c93b77c,num_valid_anchors,9450,True,-1,59625,6000,N/A,5000,retrieved,3.5,10,16,N/A,5090,2026-08-21T16:01:04Z
ChopperCommand_abrljmy0_10_O,abrljmy0,finished,09df972,num_valid_anchors,1780,True,-1,78726,6000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-21T17:55:35Z
Gopher_8p0sjf1a_1_O,8p0sjf1a,finished,09df972,num_valid_anchors,7291,True,-1,36561,6000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-21T18:25:26Z
Assault_rkpckchq_2000_O,rkpckchq,finished,09df972,num_valid_anchors,655.05,True,-1,80002,6000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-21T20:10:11Z
BankHeist_oido9s72_2000_O,oido9s72,finished,09df972,num_valid_anchors,186,True,-1,76971,6000,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-21T20:25:31Z
Gopher_teugji8z_10_O,teugji8z,finished,09df972,num_valid_anchors,2891,True,-1,42056,6000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-21T20:40:33Z
MsPacman_cusx6nt9_1_O,cusx6nt9,finished,09df972,num_valid_anchors,1600,True,-1,52579,6000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-21T21:23:10Z
MsPacman_nbq0qhao_10_O,nbq0qhao,finished,09df972,num_valid_anchors,1503.5,True,-1,80002,6000,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-21T23:37:56Z
Hero_boc3a5fv_1_O,boc3a5fv,finished,09df972,num_valid_anchors,7599,True,-1,70747,6000,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-22T00:12:52Z
Frostbite_4mhtdrt9_10_O,4mhtdrt9,finished,b5776d8,num_valid_anchors,2396.5,True,-1,25674,8500,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-22T02:22:35Z
Frostbite_z0zt69bx_710_O,z0zt69bx,finished,b5776d8,num_valid_anchors,1929,True,-1,22537,8500,N/A,5000,retrieved,3.5,10,16,N/A,710,2026-08-22T03:02:39Z
BattleZone_p2b5gwx5_5090_O,p2b5gwx5,finished,b5776d8,num_valid_anchors,10850,True,-1,62125,8500,N/A,5000,retrieved,3.5,10,16,N/A,5090,2026-08-22T03:21:13Z
Frostbite_i0qt3cv2_3710_O,i0qt3cv2,finished,63dbc57,num_valid_anchors,3003.5,True,-1,22674,8500,N/A,5000,retrieved,3.5,10,16,N/A,3710,2026-08-22T05:16:10Z
Qbert_7apsyxs8_10_O,7apsyxs8,finished,63dbc57,num_valid_anchors,3787.5,True,-1,60159,8500,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-22T05:54:08Z
Qbert_y5k1i1w4_1_O,y5k1i1w4,finished,63dbc57,num_valid_anchors,2491.25,True,-1,42355,8500,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-22T08:10:42Z
BattleZone_jeq65hog_2000_O,jeq65hog,finished,b5776d8,num_valid_anchors,5150,True,-1,45507,8500,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-22T08:46:24Z
Alien_of9yt883_2000_O,of9yt883,finished,b5776d8,num_valid_anchors,650,True,-1,41952,8500,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-22T08:46:26Z
UpNDown_sp8xx2dg_10_O,sp8xx2dg,finished,63dbc57,num_valid_anchors,5717,True,-1,34716,8500,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-22T08:48:57Z
UpNDown_o72rioll_1_O,o72rioll,finished,63dbc57,num_valid_anchors,8105.5,True,-1,80002,8500,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-22T10:59:57Z
Asterix_hn5x4n3z_1_O,hn5x4n3z,finished,63dbc57,num_valid_anchors,645,True,-1,80003,8500,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-22T12:03:02Z
ChopperCommand_zg11xl5c_10_O,zg11xl5c,finished,63dbc57,num_valid_anchors,1710,True,-1,80001,8500,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-22T13:51:52Z
Gopher_snmsv0im_1_O,snmsv0im,finished,63dbc57,num_valid_anchors,4599,True,-1,39061,8500,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-22T14:55:09Z
Alien_a8bfjelv_1_O,a8bfjelv,finished,802d3e9,num_valid_anchors,1349,True,-1,29171,8500,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-22T16:37:24Z
Assault_kk54mfc0_2000_O,kk54mfc0,finished,b5776d8,num_valid_anchors,687.05,True,-1,80002,8500,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-22T16:58:19Z
BankHeist_d3oqy7by_2000_O,d3oqy7by,finished,b5776d8,num_valid_anchors,175.5,True,-1,79471,8500,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-22T17:00:24Z
Amidar_hzqfaef8_1_O,hzqfaef8,finished,802d3e9,num_valid_anchors,125.65,True,-1,80001,8500,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-22T17:53:42Z
Alien_2szdt6xl_5090_O,2szdt6xl,finished,b5776d8,num_valid_anchors,887.5,True,-1,65102,8500,N/A,5000,retrieved,3.5,10,16,N/A,5090,2026-08-22T18:01:34Z
Assault_5w8a6ivi_1_O,5w8a6ivi,finished,802d3e9,num_valid_anchors,683,True,-1,80001,8500,N/A,5000,retrieved,3.5,10,16,N/A,1,2026-08-22T19:28:25Z
Asterix_nzoka2vu_10_O,nzoka2vu,finished,802d3e9,num_valid_anchors,457.5,True,-1,80002,8500,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-22T20:36:48Z
Asterix_vtuz0a2c_3710_O,vtuz0a2c,finished,802d3e9,num_valid_anchors,905,True,-1,34281,8500,N/A,5000,retrieved,3.5,10,16,N/A,3710,2026-08-22T22:17:53Z
Boxing_coufp3ye_10_O,coufp3ye,finished,802d3e9,num_valid_anchors,74.85,True,-1,71454,8500,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-22T23:20:37Z
Kangaroo_mni8u1ot_2000_O,mni8u1ot,finished,b5776d8,num_valid_anchors,2810,True,-1,38210,8500,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-23T00:29:38Z
Krull_m0hr9t75_2000_O,m0hr9t75,finished,b5776d8,num_valid_anchors,5380.5,True,-1,76840,8500,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-23T00:30:29Z
Breakout_pg5g1put_10_O,pg5g1put,finished,802d3e9,num_valid_anchors,13.65,True,-1,24186,8500,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-23T01:16:09Z
Breakout_e08pjztn_3710_O,e08pjztn,finished,802d3e9,num_valid_anchors,13.3,True,-1,24238,8500,N/A,5000,retrieved,3.5,10,16,N/A,3710,2026-08-23T02:11:02Z
Frostbite_je1cs73p_10_O,je1cs73p,finished,802d3e9,num_valid_anchors,2198.5,True,80000,80000,8500,N/A,79999,retrieved,3.5,10,16,N/A,10,2026-08-23T04:24:09Z
Amidar_tzqcylw4_5090_O,tzqcylw4,finished,b5776d8,num_valid_anchors,206.15,True,-1,80001,8500,N/A,5000,retrieved,3.5,10,16,N/A,5090,2026-08-23T04:30:59Z
Frostbite_v69pjl5i_710_O,v69pjl5i,finished,802d3e9,num_valid_anchors,2086,True,80000,80000,8500,N/A,79999,retrieved,3.5,10,16,N/A,710,2026-08-23T05:14:41Z
Frostbite_sh3u8r3o_3710_O,sh3u8r3o,finished,802d3e9,num_valid_anchors,2881,True,-1,22674,8500,N/A,5000,retrieved,3.5,10,16,N/A,3710,2026-08-23T07:20:44Z
Krull_6lfrybqt_2010_O,6lfrybqt,finished,b5776d8,num_valid_anchors,5598,True,-1,49129,8500,N/A,5000,retrieved,3.5,10,16,N/A,2010,2026-08-23T07:42:42Z
BattleZone_hnkw5yrg_2000_O,hnkw5yrg,finished,b5776d8,num_valid_anchors,5000,True,-1,45507,8500,N/A,5000,retrieved,3.5,10,16,N/A,2000,2026-08-23T08:19:55Z
Qbert_7ac3pjjm_10_O,7ac3pjjm,finished,802d3e9,num_valid_anchors,2170,True,-1,60159,8500,N/A,5000,retrieved,3.5,10,16,N/A,10,2026-08-23T08:20:45Z
Frostbite_814ff43z_10_O,814ff43z,finished,14d8e3e,num_valid_anchors,2640,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,10,2026-08-23T12:35:34Z
Frostbite_i5j4o6db_710_O,i5j4o6db,finished,14d8e3e,num_valid_anchors,2078,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,710,2026-08-23T12:35:37Z
BattleZone_o9shvaaz_2000_O,o9shvaaz,finished,6591666,num_valid_anchors,6550,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,2000,2026-08-23T15:05:07Z
Frostbite_7grch0ag_3710_O,7grch0ag,finished,6591666,num_valid_anchors,2588.5,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,3710,2026-08-23T15:28:50Z
Qbert_tjxz5e0i_10_O,tjxz5e0i,finished,6591666,num_valid_anchors,3447.5,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,10,2026-08-23T15:37:13Z
Krull_d57lxg2j_2000_O,d57lxg2j,finished,6591666,num_valid_anchors,5354,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,2000,2026-08-23T15:41:04Z
BattleZone_qf4ivvsc_5090_O,qf4ivvsc,finished,6591666,num_valid_anchors,11150,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,5090,2026-08-23T17:59:31Z
Qbert_xonmpjl1_1_O,xonmpjl1,finished,6591666,num_valid_anchors,2217.5,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,1,2026-08-23T18:20:53Z
Qbert_4ecucjzx_3710_O,4ecucjzx,finished,6591666,num_valid_anchors,2882.5,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,3710,2026-08-23T18:28:11Z
Alien_qh75s645_1_O,qh75s645,finished,6591666,num_valid_anchors,1172.5,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,1,2026-08-23T21:08:08Z
Amidar_f3a57i85_1_O,f3a57i85,finished,6591666,num_valid_anchors,103.2,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,1,2026-08-23T21:28:11Z
Alien_7n4eixoc_2000_O,7n4eixoc,finished,6591666,num_valid_anchors,683.5,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,2000,2026-08-23T22:30:43Z
Assault_7r5tabpr_2000_O,7r5tabpr,finished,6591666,num_valid_anchors,639.85,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,2000,2026-08-23T23:07:19Z
Assault_u8duyr9l_1_O,u8duyr9l,finished,6591666,num_valid_anchors,775.95,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,1,2026-08-23T23:53:36Z
Asterix_scyu26iu_10_O,scyu26iu,finished,6591666,num_valid_anchors,480,True,50000,50000,8500,N/A,60000,retrieved,3.5,10,16,N/A,10,2026-08-24T00:29:50Z
Frostbite_h082g1xd_10_O,h082g1xd,finished,75948bb,num_valid_anchors,2194.5,True,-1,45003,3000,45000,5000,retrieved,3.5,10,16,N/A,10,2026-08-24T03:02:13Z
Frostbite_ukog7lzi_710_O,ukog7lzi,finished,c62935d,num_valid_anchors,1592,True,-1,45004,3000,45000,5000,retrieved,3.5,10,16,N/A,710,2026-08-24T03:24:07Z
Frostbite_3lhyj3l4_3710_O,3lhyj3l4,finished,c62935d,num_valid_anchors,1731.5,True,-1,45002,3000,45000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-24T05:58:59Z
BattleZone_tlbegyb8_2000_O,tlbegyb8,finished,c62935d,num_valid_anchors,7900,True,-1,45001,3000,45000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-24T06:00:07Z
BattleZone_dzjqrb4c_5090_O,dzjqrb4c,finished,c62935d,num_valid_anchors,11300,True,-1,53625,3000,45000,5000,retrieved,3.5,10,16,N/A,5090,2026-08-24T06:14:25Z
Qbert_6vhixqm2_10_O,6vhixqm2,finished,c62935d,num_valid_anchors,3777.5,True,-1,51659,3000,45000,5000,retrieved,3.5,10,16,N/A,10,2026-08-24T06:19:49Z
BattleZone_aeacpjqz_2010_O,aeacpjqz,finished,c62935d,num_valid_anchors,14800,True,-1,80001,3000,45000,5000,retrieved,3.5,10,16,N/A,2010,2026-08-24T06:42:54Z
Frostbite_nrl0ui04_10_O,nrl0ui04,finished,2c49f71,num_valid_anchors,2173.5,True,-1,50003,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-24T08:49:26Z
Frostbite_pv510v4m_710_O,pv510v4m,finished,2c49f71,num_valid_anchors,2254,True,-1,50002,3000,50000,5000,retrieved,3.5,10,16,N/A,710,2026-08-24T09:17:08Z
Frostbite_mw8hm1co_10_O,mw8hm1co,finished,2c49f71,num_valid_anchors,2142,True,-1,50003,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-24T11:41:39Z
Frostbite_1b2lwnij_710_O,1b2lwnij,finished,2c49f71,num_valid_anchors,2319.5,True,-1,50002,3000,50000,5000,retrieved,3.5,10,16,N/A,710,2026-08-24T12:08:57Z
BattleZone_ei358dm5_2000_O,ei358dm5,finished,2c49f71,num_valid_anchors,7950,True,-1,50001,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-24T13:15:34Z
Krull_wvqrfh7e_2000_O,wvqrfh7e,finished,2c49f71,num_valid_anchors,3499,True,-1,68340,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-24T13:43:35Z
Frostbite_nhklfl57_3710_O,nhklfl57,finished,2c49f71,num_valid_anchors,2799,True,-1,50002,3000,50000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-24T14:35:02Z
Frostbite_fvazzemp_10_O,fvazzemp,finished,2a68a7b,num_valid_anchors,2424.5,True,5000,5000,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-24T15:01:12Z
Frostbite_a0kbe0ki_710_O,a0kbe0ki,finished,2a68a7b,num_valid_anchors,248.5,True,5000,5000,3000,50000,5000,retrieved,3.5,10,16,N/A,710,2026-08-24T17:29:11Z
Frostbite_1ynzwfsi_3710_O,1ynzwfsi,finished,2a68a7b,num_valid_anchors,260,True,5000,5000,3000,50000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-24T18:08:11Z
Qbert_649hbysj_10_O,649hbysj,finished,2a68a7b,num_valid_anchors,1870,True,5000,5000,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-24T20:34:45Z
Qbert_vlkfjsmr_1_O,vlkfjsmr,finished,2a68a7b,num_valid_anchors,1816.25,True,5000,5000,3000,50000,5000,retrieved,3.5,10,16,N/A,1,2026-08-24T21:03:57Z
Frostbite_wycw1b0r_10_O,wycw1b0r,finished,ae8b006,num_valid_anchors,2350.5,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-25T00:43:17Z
Frostbite_jlidh3jn_710_O,jlidh3jn,finished,ae8b006,num_valid_anchors,2443,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,710,2026-08-25T00:43:20Z
BattleZone_ut8gyi6k_2000_O,ut8gyi6k,finished,ccbe43f,num_valid_anchors,5500,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-25T00:47:18Z
BattleZone_3ng2kldu_2010_O,3ng2kldu,finished,ccbe43f,num_valid_anchors,14250,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2010,2026-08-25T00:47:21Z
BattleZone_p81hm0xr_5090_O,p81hm0xr,finished,ccbe43f,num_valid_anchors,13050,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,5090,2026-08-25T01:32:56Z
Frostbite_5oxxgf7p_3710_O,5oxxgf7p,finished,ae8b006,num_valid_anchors,2779,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-25T03:33:48Z
Qbert_c73nxpik_10_O,c73nxpik,finished,ae8b006,num_valid_anchors,4056.25,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-25T03:33:49Z
Qbert_amt1mc3t_1_O,amt1mc3t,finished,ae8b006,num_valid_anchors,2702.5,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,1,2026-08-25T06:19:42Z
Qbert_z1odxxun_3710_O,z1odxxun,finished,ae8b006,num_valid_anchors,2338.75,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-25T06:23:42Z
Krull_o95qsxqb_2000_O,o95qsxqb,finished,ccbe43f,num_valid_anchors,5279.5,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-25T08:06:59Z
Krull_x1yt4x58_2010_O,x1yt4x58,finished,ccbe43f,num_valid_anchors,5889.5,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2010,2026-08-25T08:12:42Z
Alien_w86l96dk_1_O,w86l96dk,finished,ae8b006,num_valid_anchors,1510,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,1,2026-08-25T09:14:20Z
Amidar_udoyarw1_1_O,udoyarw1,finished,ae8b006,num_valid_anchors,169.45,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,1,2026-08-25T09:20:26Z
Assault_u76ki0du_1_O,u76ki0du,finished,ae8b006,num_valid_anchors,779.45,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,1,2026-08-25T12:03:46Z
Asterix_fojusqfp_10_O,fojusqfp,finished,ae8b006,num_valid_anchors,600,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-25T12:22:14Z
Alien_c3ncma1f_5090_O,c3ncma1f,finished,ccbe43f,num_valid_anchors,864,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,5090,2026-08-25T13:24:51Z
Asterix_ct94v1iw_3710_O,ct94v1iw,finished,ae8b006,num_valid_anchors,545,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,3710,2026-08-25T15:10:51Z
Boxing_8sx4y0ct_10_O,8sx4y0ct,finished,ae8b006,num_valid_anchors,76.15,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-25T15:16:38Z
Alien_6canyrhp_2000_O,6canyrhp,finished,ccbe43f,num_valid_anchors,743.5,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-25T15:23:04Z
Assault_ik8yz2lw_2000_O,ik8yz2lw,finished,ccbe43f,num_valid_anchors,666.55,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,2000,2026-08-25T15:28:19Z
Breakout_25pg963s_10_O,25pg963s,finished,ae8b006,num_valid_anchors,12.7,True,50000,50000,3000,50000,5000,retrieved,3.5,10,16,N/A,10,2026-08-25T18:11:59Z
